,masterid,SiteYear,MeanSurvival,CtrlAdjSurvival,csci,ASCI.hybrid,PyrethroidSum,huc,smcshed,smc_lu,latitude,longitude,probabilistic
4016,801STW085,801STW085_2012,NA,NA,0.70966793,NA,NA,801,Upper Santa Ana,Urban,34.0498692,-117.23326,TRUE
4017,801STW085,801STW085_2012,NA,NA,0.70966793,NA,NA,801,Upper Santa Ana,Urban,34.0498692,-117.23326,TRUE
4018,801STW208,801STW208_2007,NA,NA,0.5852404,NA,NA,801,Upper Santa Ana,Open,34.0023,-117.16428,TRUE
4019,801STW208,801STW208_2007,NA,NA,0.5852404,NA,NA,801,Upper Santa Ana,Open,34.0023,-117.16428,TRUE
4020,801STW613,801STW613_2009,NA,NA,0.54151573,0.73245249,NA,801,Upper Santa Ana,Agricultural,33.98574,-117.13166,TRUE
4021,801STW613,801STW613_2009,NA,NA,0.54151573,0.73245249,NA,801,Upper Santa Ana,Agricultural,33.98574,-117.13166,TRUE
4022,801TMC153,801TMC153_2008,NA,NA,0.60291123,NA,NA,801,Middle Santa Ana,Open,33.82397,-117.50602,TRUE
4023,801TMC153,801TMC153_2008,NA,NA,0.60291123,NA,NA,801,Middle Santa Ana,Open,33.82397,-117.50602,TRUE
4024,801TMW162,801TMW162_2008,NA,NA,0.65942721,NA,NA,801,Middle Santa Ana,Urban,33.73786,-117.4173,TRUE
4025,801TMW162,801TMW162_2008,NA,NA,0.65942721,NA,NA,801,Middle Santa Ana,Urban,33.73786,-117.4173,TRUE
4026,801WBC106,801WBC106_2007,NA,NA,1.1041962,NA,NA,801,Upper Santa Ana,Open,34.15508,-116.88528,TRUE
4027,801WBC106,801WBC106_2007,NA,NA,1.1041962,NA,NA,801,Upper Santa Ana,Open,34.15508,-116.88528,TRUE
4028,801WBC106,801WBC106_2014,NA,NA,1.03131378,NA,NA,801,Upper Santa Ana,Open,34.15508,-116.88528,TRUE
4029,801WBC106,801WBC106_2014,NA,NA,1.03131378,NA,NA,801,Upper Santa Ana,Open,34.15508,-116.88528,TRUE
4030,801WCC247,801WCC247_2014,NA,NA,1.2893689,NA,NA,801,Upper Santa Ana,Open,34.18771,-117.18359,TRUE
4031,801WCC247,801WCC247_2014,NA,NA,1.2893689,NA,NA,801,Upper Santa Ana,Open,34.18771,-117.18359,TRUE
4032,801WCC446,801WCC446_2012,NA,NA,1.17250499,NA,NA,801,Upper Santa Ana,Open,34.18543,-117.18567,TRUE
4033,801WCC446,801WCC446_2012,NA,NA,1.17250499,NA,NA,801,Upper Santa Ana,Open,34.18543,-117.18567,TRUE
4034,801WCC446,801WCC446_2007,NA,NA,0.94689444,NA,NA,801,Upper Santa Ana,Open,34.18543,-117.18567,TRUE
4035,801WCC446,801WCC446_2007,NA,NA,0.94689444,NA,NA,801,Upper Santa Ana,Open,34.18543,-117.18567,TRUE
4036,801WE0550,801WE0550_2000,NA,NA,1.17456578,NA,NA,801,Upper Santa Ana,Open,34.16471,-116.97444,TRUE
4037,801WE0669,801WE0669_2001,NA,NA,1.04677371,NA,NA,801,Upper Santa Ana,Open,34.23169,-116.99915,TRUE
4038,801WE0674,801WE0674_2013,NA,NA,1.19072472,NA,NA,801,Upper Santa Ana,Open,34.17617,-116.9839,TRUE
4039,801WE0674,801WE0674_2002,NA,NA,1.17302646,NA,NA,801,Upper Santa Ana,Open,34.17617,-116.9839,TRUE
4040,801WE0787,801WE0787_2001,NA,NA,1.08076616,NA,NA,801,Upper Santa Ana,SMC_out,34.14599,-116.87859,TRUE
4041,801WE0806,801WE0806_2001,NA,NA,1.34201708,NA,NA,801,Upper Santa Ana,Open,34.14972,-117.13313,TRUE
4042,801WE0895,801WE0895_2001,NA,NA,1.25720824,NA,NA,801,Upper Santa Ana,Open,34.1869,-117.00758,TRUE
4043,801WE0989,801WE0989_2002,NA,NA,0.77732596,NA,NA,801,Middle Santa Ana,Agricultural,33.91889,-117.60776,TRUE
4044,801WE1008,801WE1008_2002,NA,NA,1.07710999,NA,NA,801,Upper Santa Ana,Open,34.18128,-116.91197,TRUE
4045,801WE1008,801WE1008_2002,NA,NA,1.07710999,NA,NA,801,Upper Santa Ana,Open,34.18128,-116.91197,TRUE
4046,801WE1008,801WE1008_2013,NA,NA,0.84166845,NA,NA,801,Upper Santa Ana,Open,34.18128,-116.91197,TRUE
4047,801WE1008,801WE1008_2013,NA,NA,0.84166845,NA,NA,801,Upper Santa Ana,Open,34.18128,-116.91197,TRUE
4048,801WE1008,801WE1008_2016,NA,NA,0.81973976,NA,NA,801,Upper Santa Ana,Open,34.18128,-116.91197,TRUE
4049,801WE1008,801WE1008_2016,NA,NA,0.81973976,NA,NA,801,Upper Santa Ana,Open,34.18128,-116.91197,TRUE
4050,801WE1013,801WE1013_2002,NA,NA,1.01252588,NA,NA,801,Upper Santa Ana,SMC_out,34.10098,-117.01071,TRUE
4051,801WE1020,801WE1020_2002,NA,NA,1.0374104,NA,NA,801,Middle Santa Ana,Open,34.25257,-117.53174,TRUE
4052,801WE1020,801WE1020_2005,NA,NA,0.82791732,NA,NA,801,Middle Santa Ana,Open,34.25257,-117.53174,TRUE
4053,801WE1043,801WE1043_2005,NA,NA,0.58466563,NA,NA,801,Upper Santa Ana,Open,34.17289,-117.18064,TRUE
4054,801WE1043,801WE1043_2007,NA,NA,0.99779787,NA,NA,801,Upper Santa Ana,Open,34.17289,-117.18064,TRUE
4055,801WE1043,801WE1043_2004,NA,NA,0.75928197,NA,NA,801,Upper Santa Ana,Open,34.17289,-117.18064,TRUE
4056,801WE1043,801WE1043_2002,NA,NA,0.99891099,NA,NA,801,Upper Santa Ana,Open,34.17289,-117.18064,TRUE
4057,801WE1127,801WE1127_2002,NA,NA,1.28424644,NA,NA,801,Upper Santa Ana,Open,34.18401,-117.25876,TRUE
4058,801WE1132,801WE1132_2015,NA,NA,1.131479,NA,NA,801,Upper Santa Ana,Open,34.13332,-116.84289,TRUE
4059,801WE1132,801WE1132_2002,NA,NA,0.96967784,NA,NA,801,Upper Santa Ana,Open,34.13332,-116.84289,TRUE
4060,801WE1132,801WE1132_2009,NA,NA,1.21620262,NA,NA,801,Upper Santa Ana,Open,34.13332,-116.84289,TRUE
4061,801WMC572,801WMC572_2009,NA,NA,0.57490391,0.74028936,NA,801,Upper Santa Ana,Urban,34.0772,-117.29323,TRUE
4062,801WMC572,801WMC572_2009,NA,NA,0.57490391,0.74028936,NA,801,Upper Santa Ana,Urban,34.0772,-117.29323,TRUE
4063,801XXX112,801XXX112_2008,NA,NA,0.8707486,NA,NA,801,Upper Santa Ana,Open,34.26148,-117.46974,TRUE
4064,801XXX112,801XXX112_2008,NA,NA,0.8707486,NA,NA,801,Upper Santa Ana,Open,34.26148,-117.46974,TRUE
4065,801XXX112,801XXX112_2012,NA,NA,0.86557195,NA,NA,801,Upper Santa Ana,Open,34.26148,-117.46974,TRUE
4066,801XXX112,801XXX112_2012,NA,NA,0.86557195,NA,NA,801,Upper Santa Ana,Open,34.26148,-117.46974,TRUE
4067,801XXX118,801XXX118_2008,NA,NA,0.74514803,NA,NA,801,Upper Santa Ana,Open,34.27906,-117.47566,TRUE
4068,801XXX118,801XXX118_2008,NA,NA,0.74514803,NA,NA,801,Upper Santa Ana,Open,34.27906,-117.47566,TRUE
4069,801XXX259,801XXX259_2008,NA,NA,0.68459653,NA,NA,801,Upper Santa Ana,Agricultural,34.07638,-117.09505,TRUE
4070,801XXX259,801XXX259_2008,NA,NA,0.68459653,NA,NA,801,Upper Santa Ana,Agricultural,34.07638,-117.09505,TRUE
4071,801XXX305,801XXX305_2008,NA,NA,0.51040198,NA,NA,801,Lower Santa Ana,Urban,33.70892,-117.80066,TRUE
4072,801XXX305,801XXX305_2008,NA,NA,0.51040198,NA,NA,801,Lower Santa Ana,Urban,33.70892,-117.80066,TRUE
4073,801XXX305,801XXX305_2014,NA,NA,0.45091344,NA,NA,801,Lower Santa Ana,Urban,33.70892,-117.80066,TRUE
4074,801XXX305,801XXX305_2014,NA,NA,0.45091344,NA,NA,801,Lower Santa Ana,Urban,33.70892,-117.80066,TRUE
4075,801XXX305,801XXX305_2012,NA,NA,0.52231111,NA,NA,801,Lower Santa Ana,Urban,33.70892,-117.80066,TRUE
4076,801XXX305,801XXX305_2012,NA,NA,0.52231111,NA,NA,801,Lower Santa Ana,Urban,33.70892,-117.80066,TRUE
4079,802HYC267,802HYC267_2006,NA,NA,0.554811,NA,NA,802,San Jacinto,Open,33.67606,-116.67871,TRUE
4080,802HYC267,802HYC267_2006,NA,NA,0.554811,NA,NA,802,San Jacinto,Open,33.67606,-116.67871,TRUE
4081,802HYC496,802HYC496_2008,NA,NA,0.80096161,NA,NA,802,San Jacinto,Open,33.68738,-116.68416,TRUE
4082,802HYC496,802HYC496_2008,NA,NA,0.80096161,NA,NA,802,San Jacinto,Open,33.68738,-116.68416,TRUE
4083,802INC155,802INC155_2008,NA,NA,0.93765686,NA,NA,802,San Jacinto,SMC_out,33.80703,-116.77699,TRUE
4084,802INC155,802INC155_2008,NA,NA,0.93765686,NA,NA,802,San Jacinto,SMC_out,33.80703,-116.77699,TRUE
4085,802INC635,802INC635_2007,NA,NA,0.45891917,NA,NA,802,San Jacinto,SMC_out,33.80349,-116.78271,TRUE
4086,802INC635,802INC635_2007,NA,NA,0.45891917,NA,NA,802,San Jacinto,SMC_out,33.80349,-116.78271,TRUE
4087,802NJR147,802NJR147_2007,NA,NA,0.98121212,NA,NA,802,San Jacinto,Open,33.79427,-116.74714,TRUE
4088,802NJR147,802NJR147_2007,NA,NA,0.98121212,NA,NA,802,San Jacinto,Open,33.79427,-116.74714,TRUE
4089,802NJR147,802NJR147_2014,NA,NA,0.83248911,NA,NA,802,San Jacinto,Open,33.79427,-116.74714,TRUE
4090,802NJR147,802NJR147_2014,NA,NA,0.83248911,NA,NA,802,San Jacinto,Open,33.79427,-116.74714,TRUE
4091,802NJR160,802NJR160_2006,NA,NA,0.87907041,NA,NA,802,San Jacinto,Open,33.73134,-116.8102,TRUE
4092,802NJR160,802NJR160_2006,NA,NA,0.87907041,NA,NA,802,San Jacinto,Open,33.73134,-116.8102,TRUE
4093,802PVD243,802PVD243_2006,NA,NA,0.21984081,NA,NA,802,San Jacinto,Agricultural,33.82798,-117.20878,TRUE
4094,802PVD243,802PVD243_2006,NA,NA,0.21984081,NA,NA,802,San Jacinto,Agricultural,33.82798,-117.20878,TRUE
4095,802RB8218,802RB8218_2009,NA,NA,NA,1.02980856,NA,802,San Jacinto,Open,33.80978,-116.7403,TRUE
4096,802RB8218,802RB8218_2009,NA,NA,NA,1.02980856,NA,802,San Jacinto,Open,33.80842,-116.74103,TRUE
4097,802RB8605,802RB8605_2009,NA,NA,0.53518099,0.77835691,NA,802,San Jacinto,Open,33.73776,-116.72825,TRUE
4098,802RB8605,802RB8605_2009,NA,NA,0.53518099,0.77835691,NA,802,San Jacinto,Open,33.73825,-116.72533,TRUE
4099,802RB8688,802RB8688_2009,NA,NA,NA,0.86143666,NA,802,San Jacinto,Open,33.75289,-116.70609,TRUE
4100,802RB8688,802RB8688_2009,NA,NA,NA,0.86143666,NA,802,San Jacinto,Open,33.7519,-116.705,TRUE
4101,802S03234,802S03234_2011,NA,NA,0.82111771,1.03402915,NA,802,San Jacinto,Open,33.66152,-116.62741,TRUE
4102,802S03234,802S03234_2011,NA,NA,0.82111771,1.03402915,NA,802,San Jacinto,Open,33.66152,-116.62741,TRUE
4103,802S09698,802S09698_2010,NA,NA,0.92116477,0.88512766,NA,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4104,802S09698,802S09698_2010,NA,NA,0.92116477,0.88512766,NA,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4105,802S09698,802S09698_2015,NA,NA,0.87639814,NA,NA,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4106,802S09698,802S09698_2015,NA,NA,0.87639814,NA,NA,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4107,802S09698,802S09698_2018,NA,NA,0.74893361,NA,NA,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4108,802S09698,802S09698_2018,NA,NA,0.74893361,NA,NA,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4109,802S09698,802S09698_2019,NA,NA,0.53114892,NA,NA,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4110,802S09698,802S09698_2019,NA,NA,0.53114892,NA,NA,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4111,802S09698,802S09698_2016,NA,NA,NA,0.96516918,NA,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4112,802S09698,802S09698_2016,NA,NA,NA,0.96516918,NA,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4113,802S09698,802S09698_2017,NA,NA,0.80853136,0.91669999,0.00423,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4114,802S09698,802S09698_2017,NA,NA,0.80853136,0.91669999,0.00423,802,San Jacinto,Open,33.7459,-116.70739,TRUE
4115,802S10146,802S10146_2011,NA,NA,0.88875282,0.9830121,NA,802,San Jacinto,Open,33.7054,-116.73355,TRUE
4116,802S10146,802S10146_2011,NA,NA,0.88875282,0.9830121,NA,802,San Jacinto,Open,33.70541,-116.73356,TRUE
4117,802S11394,802S11394_2011,NA,NA,1.02040905,0.83252875,NA,802,San Jacinto,Open,33.71295,-116.7678,TRUE
4118,802S11394,802S11394_2011,NA,NA,1.02040905,0.83252875,NA,802,San Jacinto,Open,33.71296,-116.7678,TRUE
4119,802S25288,802S25288_2011,NA,NA,0.92488916,0.95008965,NA,802,San Jacinto,Open,33.71951,-116.76214,TRUE
4120,802S25288,802S25288_2011,NA,NA,0.92488916,0.95008965,NA,802,San Jacinto,Open,33.71951,-116.76214,TRUE
4121,802S25949,802S25949_2012,NA,NA,1.06859595,NA,NA,802,San Jacinto,Open,33.79441,-116.7482,TRUE
4122,802S25949,802S25949_2012,NA,NA,1.06859595,NA,NA,802,San Jacinto,Open,33.79441,-116.7482,TRUE
4123,802S26909,802S26909_2010,NA,NA,NA,0.51139104,NA,802,San Jacinto,Urban,33.66637,-117.27517,TRUE
4124,802S26909,802S26909_2010,NA,NA,NA,0.51139104,NA,802,San Jacinto,Urban,33.66638,-117.27518,TRUE
4125,802S27709,802S27709_2010,NA,NA,NA,0.48208346,NA,802,San Jacinto,Urban,33.6627,-117.29,TRUE
4126,802S27709,802S27709_2010,NA,NA,NA,0.48208346,NA,802,San Jacinto,Urban,33.66269,-117.28999,TRUE
4127,802S33361,802S33361_2012,NA,NA,0.96310161,NA,NA,802,San Jacinto,Open,33.73906,-116.72515,TRUE
4128,802S33361,802S33361_2012,NA,NA,0.96310161,NA,NA,802,San Jacinto,Open,33.73906,-116.72515,TRUE
4129,802S33561,802S33561_2012,NA,NA,0.99167685,NA,NA,802,San Jacinto,Open,33.74356,-116.7103,TRUE
4130,802S33561,802S33561_2012,NA,NA,0.99167685,NA,NA,802,San Jacinto,Open,33.74356,-116.7103,TRUE
4131,802S37697,802S37697_2012,NA,NA,0.40744116,NA,NA,802,San Jacinto,Urban,33.87962,-117.21403,TRUE
4132,802S37697,802S37697_2012,NA,NA,0.40744116,NA,NA,802,San Jacinto,Urban,33.87962,-117.21403,TRUE
4133,802S45233,802S45233_2013,NA,NA,0.75384202,NA,NA,802,San Jacinto,Open,33.76997,-116.77878,TRUE
4134,802S45233,802S45233_2013,NA,NA,0.75384202,NA,NA,802,San Jacinto,Open,33.76997,-116.77878,TRUE
4136,802SJR116,802SJR116_2006,NA,NA,0.53681393,NA,NA,802,San Jacinto,Urban,33.66396,-117.2787,TRUE
4137,802SJR116,802SJR116_2006,NA,NA,0.53681393,NA,NA,802,San Jacinto,Urban,33.66396,-117.2787,TRUE
4138,802SJR116,802SJR116_2011,NA,NA,0.52693618,NA,NA,802,San Jacinto,Urban,33.66396,-117.2787,TRUE
4139,802SJR116,802SJR116_2011,NA,NA,0.52693618,NA,NA,802,San Jacinto,Urban,33.66396,-117.2787,TRUE
4140,802SJR116,802SJR116_2012,NA,NA,0.33925754,NA,NA,802,San Jacinto,Urban,33.66396,-117.2787,TRUE
4141,802SJR116,802SJR116_2012,NA,NA,0.33925754,NA,NA,802,San Jacinto,Urban,33.66396,-117.2787,TRUE
4142,802SJR116,802SJR116_2014,NA,NA,0.63247206,NA,NA,802,San Jacinto,Urban,33.66396,-117.2787,TRUE
4143,802SJR116,802SJR116_2014,NA,NA,0.63247206,NA,NA,802,San Jacinto,Urban,33.66396,-117.2787,TRUE
4144,802SJR116,802SJR116_2013,NA,NA,0.31556965,NA,NA,802,San Jacinto,Urban,33.66396,-117.2787,TRUE
4145,802SJR116,802SJR116_2013,NA,NA,0.31556965,NA,NA,802,San Jacinto,Urban,33.66396,-117.2787,TRUE
4146,802SJR587,802SJR587_2014,NA,NA,0.64940359,NA,NA,802,San Jacinto,Open,33.72206,-116.80423,TRUE
4147,802SJR587,802SJR587_2014,NA,NA,0.64940359,NA,NA,802,San Jacinto,Open,33.72206,-116.80423,TRUE
4148,802SJR587,802SJR587_2007,NA,NA,0.89756335,NA,NA,802,San Jacinto,Open,33.72206,-116.80423,TRUE
4149,802SJR587,802SJR587_2007,NA,NA,0.89756335,NA,NA,802,San Jacinto,Open,33.72206,-116.80423,TRUE
4150,802SWC020,802SWC020_2011,NA,NA,1.09329406,NA,NA,802,San Jacinto,Open,33.76698,-116.6902,TRUE
4151,802SWC020,802SWC020_2011,NA,NA,1.09329406,NA,NA,802,San Jacinto,Open,33.76698,-116.6902,TRUE
4152,802SWC020,802SWC020_2006,NA,NA,0.9796436,NA,NA,802,San Jacinto,Open,33.76698,-116.6902,TRUE
4153,802SWC020,802SWC020_2006,NA,NA,0.9796436,NA,NA,802,San Jacinto,Open,33.76698,-116.6902,TRUE
4154,802SWC020,802SWC020_2012,NA,NA,0.98789206,NA,NA,802,San Jacinto,Open,33.76698,-116.6902,TRUE
4155,802SWC020,802SWC020_2012,NA,NA,0.98789206,NA,NA,802,San Jacinto,Open,33.76698,-116.6902,TRUE
4156,802SWC206,802SWC206_2006,NA,NA,0.68703003,NA,NA,802,San Jacinto,Open,33.73283,-116.74047,TRUE
4157,802SWC206,802SWC206_2006,NA,NA,0.68703003,NA,NA,802,San Jacinto,Open,33.73283,-116.74047,TRUE
4158,802SWC270,802SWC270_2008,NA,NA,0.71590874,NA,NA,802,San Jacinto,Open,33.72944,-116.74809,TRUE
4159,802SWC270,802SWC270_2008,NA,NA,0.71590874,NA,NA,802,San Jacinto,Open,33.72944,-116.74809,TRUE
4160,802SWC270,802SWC270_2013,NA,NA,0.87439519,NA,NA,802,San Jacinto,Open,33.72944,-116.74809,TRUE
4161,802SWC270,802SWC270_2013,NA,NA,0.87439519,NA,NA,802,San Jacinto,Open,33.72944,-116.74809,TRUE
4162,802SWC375,802SWC375_2012,NA,NA,1.0089393,NA,NA,802,San Jacinto,Open,33.75657,-116.70164,TRUE
4163,802SWC375,802SWC375_2012,NA,NA,1.0089393,NA,NA,802,San Jacinto,Open,33.75657,-116.70164,TRUE
4164,802SWC375,802SWC375_2007,NA,NA,1.09178763,NA,NA,802,San Jacinto,Open,33.75657,-116.70164,TRUE
4165,802SWC375,802SWC375_2007,NA,NA,1.09178763,NA,NA,802,San Jacinto,Open,33.75657,-116.70164,TRUE
4166,802SWC419,802SWC419_2007,NA,NA,1.09392931,NA,NA,802,San Jacinto,Open,33.74266,-116.71364,TRUE
4167,802SWC419,802SWC419_2007,NA,NA,1.09392931,NA,NA,802,San Jacinto,Open,33.74266,-116.71364,TRUE
4168,802SWC419,802SWC419_2013,NA,NA,0.56738744,NA,NA,802,San Jacinto,Open,33.74266,-116.71364,TRUE
4169,802SWC419,802SWC419_2013,NA,NA,0.56738744,NA,NA,802,San Jacinto,Open,33.74266,-116.71364,TRUE
4170,802SWC513,802SWC513_2009,NA,NA,0.94484006,0.67471742,NA,802,San Jacinto,Open,33.71777,-116.76274,TRUE
4171,802SWC513,802SWC513_2009,NA,NA,0.94484006,0.67471742,NA,802,San Jacinto,Open,33.71777,-116.76274,TRUE
4172,802SWC535,802SWC535_2012,NA,NA,1.00771241,NA,NA,802,San Jacinto,Open,33.73919,-116.72374,TRUE
4173,802SWC535,802SWC535_2012,NA,NA,1.00771241,NA,NA,802,San Jacinto,Open,33.73919,-116.72374,TRUE
4174,802SWC535,802SWC535_2008,NA,NA,0.87611024,NA,NA,802,San Jacinto,Open,33.73919,-116.72374,TRUE
4175,802SWC535,802SWC535_2008,NA,NA,0.87611024,NA,NA,802,San Jacinto,Open,33.73919,-116.72374,TRUE
4176,802WE0539,802WE0539_2000,NA,NA,0.89250403,NA,NA,802,San Jacinto,SMC_out,33.77174,-116.7696,TRUE
4177,802WE0658,802WE0658_2001,NA,NA,0.94006396,NA,NA,802,San Jacinto,Open,33.79824,-116.74831,TRUE
4178,802WE0658,802WE0658_2015,NA,NA,0.95649537,NA,NA,802,San Jacinto,Open,33.79824,-116.74831,TRUE
4179,802WE0794,802WE0794_2001,NA,NA,1.10976578,NA,NA,802,San Jacinto,SMC_out,33.72962,-116.6735,TRUE
4180,845CTC480,845CTC480_2008,NA,NA,0.18790515,NA,NA,845,San Gabriel,Urban,33.80415,-118.08258,TRUE
4181,845CTC480,845CTC480_2008,NA,NA,0.18790515,NA,NA,405,San Gabriel,Urban,33.80402,-118.08385,TRUE
4182,845CTC480,845CTC480_2012,NA,NA,0.45382896,NA,NA,845,San Gabriel,Urban,33.80415,-118.08258,TRUE
4183,845CTC480,845CTC480_2012,NA,NA,0.45382896,NA,NA,405,San Gabriel,Urban,33.80402,-118.08385,TRUE
4184,845M10601,845M10601_2016,100,100,0.71091247,0.78396306,NA,845,San Gabriel,SMC_out,33.90791,-117.88829,TRUE
4185,845PS0011,845PS0011_2008,NA,NA,0.59350085,NA,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
4186,845PS0011,845PS0011_2008,NA,NA,0.59350085,NA,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
4187,845PS0011,845PS0011_2015,NA,NA,0.53266515,NA,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
4188,845PS0011,845PS0011_2015,NA,NA,0.53266515,NA,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
4189,845PS0011,845PS0011_2017,NA,NA,NA,0.69250399,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
4190,845PS0011,845PS0011_2017,NA,NA,NA,0.69250399,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
4191,845PS0011,845PS0011_2016,NA,NA,NA,0.5843103,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
4192,845PS0011,845PS0011_2016,NA,NA,NA,0.5843103,NA,845,San Gabriel,Urban,33.88053,-117.89742,TRUE
4193,845RB8633,845RB8633_2013,NA,NA,0.3427812,NA,NA,845,San Gabriel,Urban,33.87181,-118.01959,TRUE
4194,845RB8633,845RB8633_2013,NA,NA,0.3427812,NA,NA,845,San Gabriel,Urban,33.87181,-118.0196,TRUE
4195,845RB8633,845RB8633_2011,NA,NA,0.38412445,NA,NA,845,San Gabriel,Urban,33.87181,-118.01959,TRUE
4196,845RB8633,845RB8633_2011,NA,NA,0.38412445,NA,NA,845,San Gabriel,Urban,33.87181,-118.0196,TRUE
4222,901M14118,901M14118_2015,NA,NA,0.91896909,NA,NA,901,San Juan,Urban,33.6098,-117.62739,TRUE
4223,901M14124,901M14124_2015,NA,NA,0.34086399,NA,NA,901,San Juan,Urban,33.43535,-117.62556,TRUE
4224,901M14126,901M14126_2016,95,95,0.58620272,0.58635461,NA,901,San Juan,Open,33.54743,-117.7223,TRUE
4225,901M14134,901M14134_2016,100,100,0.66063326,0.85994928,NA,901,San Juan,Urban,33.59231,-117.63283,TRUE
4226,901M14137,901M14137_2017,100,100,0.43622213,0.93836275,NA,901,San Juan,Open,33.49418,-117.71659,TRUE
4227,901M14138,901M14138_2017,100,100,0.80858689,0.66829217,NA,901,San Juan,Urban,33.57688,-117.63999,TRUE
4228,901M14141,901M14141_2018,95,100,NA,NA,NA,901,San Juan,Urban,33.52171,-117.62215,TRUE
4229,901M14142,901M14142_2018,100,108.1081081,NA,NA,NA,901,San Juan,Urban,33.6213,-117.68977,TRUE
4230,901M14145,901M14145_2019,100,117.6470588,NA,NA,0,901,San Juan,Urban,33.48818,-117.66682,TRUE
4231,901M14149,901M14149_2019,97.5,102.6315789,NA,NA,0.000677,901,San Juan,Open,33.56754,-117.74812,TRUE
4242,901PS0057,901PS0057_2008,NA,NA,0.70512385,NA,NA,901,San Juan,Urban,33.52977,-117.66957,TRUE
4243,901PS0057,901PS0057_2008,NA,NA,0.70512385,NA,NA,901,San Juan,Urban,33.52977,-117.66957,TRUE
4244,901S00313,901S00313_2009,NA,NA,0.67093594,NA,NA,901,San Juan,Open,33.60642,-117.44623,TRUE
4245,901S00313,901S00313_2009,NA,NA,0.67093594,NA,NA,901,San Juan,Open,33.60642,-117.44623,TRUE
4246,901S00469,901S00469_2009,NA,NA,0.83063378,NA,NA,901,San Juan,Open,33.52999,-117.40855,TRUE
4247,901S00469,901S00469_2009,NA,NA,0.83063378,NA,NA,901,San Juan,Open,33.52999,-117.40855,TRUE
4248,901S00469,901S00469_2017,NA,NA,1.09879607,NA,NA,901,San Juan,Open,33.52999,-117.40855,TRUE
4249,901S00469,901S00469_2017,NA,NA,1.09879607,NA,NA,901,San Juan,Open,33.52999,-117.40855,TRUE
4250,901S00531,901S00531_2009,NA,NA,0.52622299,0.8488116,NA,901,San Juan,Open,33.55975,-117.772,TRUE
4251,901S00531,901S00531_2009,NA,NA,0.52622299,0.8488116,NA,901,San Juan,Open,33.55975,-117.772,TRUE
4252,901S00997,901S00997_2009,NA,NA,0.46867387,NA,NA,901,San Juan,Urban,33.44002,-117.61937,TRUE
4253,901S00997,901S00997_2009,NA,NA,0.46867387,NA,NA,901,San Juan,Urban,33.44002,-117.61937,TRUE
4254,901S01705,901S01705_2017,NA,NA,0.98625526,NA,NA,901,San Juan,Open,33.60369,-117.51,TRUE
4255,901S01705,901S01705_2017,NA,NA,0.98625526,NA,NA,901,San Juan,Open,33.60369,-117.51,TRUE
4256,901S01705,901S01705_2009,NA,NA,0.9062562,NA,NA,901,San Juan,Open,33.60369,-117.51,TRUE
4257,901S01705,901S01705_2009,NA,NA,0.9062562,NA,NA,901,San Juan,Open,33.60369,-117.51,TRUE
4258,901S01811,901S01811_2009,NA,NA,0.66378652,NA,NA,901,San Juan,Urban,33.56418,-117.71792,TRUE
4259,901S01811,901S01811_2009,NA,NA,0.66378652,NA,NA,901,San Juan,Urban,33.56418,-117.71792,TRUE
4260,901S01849,901S01849_2010,NA,NA,1.08826528,NA,NA,901,San Juan,Open,33.55523,-117.39779,TRUE
4261,901S01849,901S01849_2010,NA,NA,1.08826528,NA,NA,901,San Juan,Open,33.55523,-117.39779,TRUE
4262,901S01849,901S01849_2017,NA,NA,1.11429151,NA,NA,901,San Juan,Open,33.55523,-117.39779,TRUE
4263,901S01849,901S01849_2017,NA,NA,1.11429151,NA,NA,901,San Juan,Open,33.55523,-117.39779,TRUE
4264,901S02873,901S02873_2010,NA,NA,1.21174243,NA,NA,901,San Juan,Open,33.54344,-117.39739,TRUE
4265,901S02873,901S02873_2010,NA,NA,1.21174243,NA,NA,901,San Juan,Open,33.54344,-117.39739,TRUE
4266,901S04309,901S04309_2011,NA,NA,0.91818689,NA,NA,901,San Juan,Open,33.47486,-117.46605,TRUE
4267,901S04309,901S04309_2011,NA,NA,0.91818689,NA,NA,901,San Juan,Open,33.47486,-117.46605,TRUE
4268,901S04409,901S04409_2011,NA,NA,0.94997187,NA,0,901,San Juan,Open,33.60347,-117.45314,TRUE
