,masterid,SiteYear,MeanSurvival,CtrlAdjSurvival,csci,ASCI.hybrid,PyrethroidSum,huc,smcshed,smc_lu,latitude,longitude,probabilistic
1827,408M03036,408M03036_2016,2.5,2.564102564,0.24766058,0.57057126,NA,408,Calleguas,SMC_out,34.17991,-119.07852,TRUE
1828,408M03038,408M03038_2017,NA,NA,0.63562256,0.46168903,NA,408,Calleguas,Urban,34.27491,-118.88512,TRUE
1829,408M03047,408M03047_2017,NA,NA,0.60289584,0.51429029,NA,408,Calleguas,Agricultural,34.17338,-119.0517,TRUE
1830,408M03051,408M03051_2019,NA,NA,NA,0.45521833,NA,408,Calleguas,Agricultural,34.26839,-118.9476,TRUE
1831,408M03052,408M03052_2017,NA,NA,0.45421186,0.81018849,NA,408,Calleguas,Agricultural,34.18063,-119.1039,TRUE
1832,408M03052,408M03052_2017,NA,NA,0.45421186,0.81018849,NA,408,Calleguas,Agricultural,34.1802,-119.10372,TRUE
1833,408M03052,408M03052_2013,NA,NA,0.35669109,0.40029301,NA,408,Calleguas,Agricultural,34.18063,-119.1039,TRUE
1834,408M03052,408M03052_2013,NA,NA,0.35669109,0.40029301,NA,408,Calleguas,Agricultural,34.1802,-119.10372,TRUE
1835,408M03100,408M03100_2019,100,100,NA,0.67797091,NA,408,Calleguas,Agricultural,34.1812,-119.0871,TRUE
1836,408M03111,408M03111_2019,NA,NA,NA,0.58515113,NA,408,Calleguas,Agricultural,34.18105,-119.03278,TRUE
1837,408WE0547,408WE0547_2000,NA,NA,0.55790839,NA,NA,408,Calleguas,SMC_out,34.19094,-119.0859,TRUE
1838,408WE1039,408WE1039_2002,NA,NA,0.25363094,NA,NA,408,Calleguas,Agricultural,34.14743,-119.087,TRUE
1839,410CE0284,410CE0284_2006,NA,NA,0.54009574,NA,NA,410,Santa Clara,SMC_out,34.14944,-119.19111,TRUE
1840,412CE0104,412CE0104_2005,NA,NA,0.60665192,NA,NA,412,Los Angeles,Urban,34.06911,-118.22324,TRUE
1841,412CE0232,412CE0232_2015,NA,NA,0.65721064,NA,NA,412,Los Angeles,Urban,34.15907,-118.45624,TRUE
1842,412CE0232,412CE0232_2017,NA,NA,0.68795045,0.6737137,NA,412,Los Angeles,Urban,34.15907,-118.45624,TRUE
1843,412CE0232,412CE0232_2006,NA,NA,0.69943973,NA,NA,412,Los Angeles,Urban,34.15907,-118.45624,TRUE
1844,412CE0232,412CE0232_2019,NA,NA,NA,0.87697752,NA,412,Los Angeles,Urban,34.15907,-118.45624,TRUE
1845,412CE0232,412CE0232_2016,NA,NA,0.6462503,0.60344709,NA,412,Los Angeles,Urban,34.15907,-118.45624,TRUE
1846,412CE0232,412CE0232_2018,NA,NA,0.6600426,NA,NA,412,Los Angeles,Urban,34.15907,-118.45624,TRUE
1847,412CE0616,412CE0616_2015,NA,NA,0.6601853,NA,NA,412,Los Angeles,Urban,34.15397,-118.42994,TRUE
1848,412CE0616,412CE0616_2007,NA,NA,0.25944373,NA,NA,412,Los Angeles,Urban,34.15397,-118.42994,TRUE
1849,412CE0732,412CE0732_2007,NA,NA,0.31705572,NA,NA,412,Los Angeles,Urban,34.15513,-118.31261,TRUE
1850,412CE0732,412CE0732_2015,NA,NA,0.5790054,NA,NA,412,Los Angeles,Urban,34.15513,-118.31261,TRUE
1855,412M08597,412M08597_2015,NA,NA,0.72248495,NA,NA,412,Los Angeles,Urban,34.15524,-118.43907,TRUE
1856,412M08599,412M08599_2015,NA,NA,0.71983749,NA,NA,412,Los Angeles,Urban,34.10602,-118.24338,TRUE
1857,412M08602,412M08602_2015,NA,NA,0.392952,NA,NA,412,Los Angeles,Urban,33.97131,-118.16996,TRUE
1858,412M08608,412M08608_2016,NA,NA,0.48565805,NA,NA,412,Los Angeles,Urban,34.18543,-118.49768,TRUE
1859,412M08610,412M08610_2016,NA,NA,0.97329933,NA,NA,412,Los Angeles,Open,34.20112,-118.01825,TRUE
1860,412M08615,412M08615_2016,NA,NA,0.6546155,NA,NA,412,Los Angeles,Urban,34.14392,-118.34294,TRUE
1861,412M08616,412M08616_2016,NA,NA,0.49051048,NA,NA,412,Los Angeles,Urban,34.18855,-118.61028,TRUE
1862,412M08622,412M08622_2016,NA,NA,0.90626517,NA,NA,412,Los Angeles,Open,34.19378,-118.10274,TRUE
1863,412M08627,412M08627_2017,NA,NA,NA,0.41091378,NA,412,Los Angeles,Urban,33.86326,-118.19655,TRUE
1864,412M08630,412M08630_2017,NA,NA,NA,0.59078768,NA,412,Los Angeles,Urban,34.05961,-118.08902,TRUE
1865,412M08632,412M08632_2017,NA,NA,NA,0.60390301,NA,412,Los Angeles,SMC_out,34.23834,-118.6077,TRUE
1866,412M08638,412M08638_2017,NA,NA,NA,0.75265989,NA,412,Los Angeles,Open,34.20922,-118.17119,TRUE
1867,412M08641,412M08641_2019,NA,NA,NA,0.97596089,NA,412,Los Angeles,Open,34.30548,-118.06798,TRUE
1868,412M08645,412M08645_2019,NA,NA,NA,1.10217381,NA,412,Los Angeles,SMC_out,34.28922,-118.50195,TRUE
1869,412M08646,412M08646_2019,NA,NA,NA,0.72927925,NA,412,Los Angeles,Urban,34.1289,-118.08133,TRUE
1870,412M08647,412M08647_2019,NA,NA,NA,0.89352179,NA,412,Los Angeles,Open,34.27872,-118.30172,TRUE
1871,412PS0020,412PS0020_2008,NA,NA,0.33698641,NA,NA,412,Los Angeles,Urban,34.07077,-118.09545,TRUE
1872,412PS0020,412PS0020_2008,NA,NA,0.33698641,NA,NA,412,Los Angeles,Urban,34.07077,-118.09545,TRUE
1873,412PS0020,412PS0020_2016,NA,NA,0.31980389,0.8014956,NA,412,Los Angeles,Urban,34.07077,-118.09545,TRUE
1874,412PS0020,412PS0020_2016,NA,NA,0.31980389,0.8014956,NA,412,Los Angeles,Urban,34.07077,-118.09545,TRUE
1875,412PS0040,412PS0040_2016,NA,NA,0.56436652,0.46280746,NA,412,Los Angeles,Urban,34.26065,-118.48935,TRUE
1876,412PS0040,412PS0040_2016,NA,NA,0.56436652,0.46280746,NA,412,Los Angeles,Urban,34.26065,-118.48935,TRUE
1877,412PS0040,412PS0040_2008,NA,NA,0.60132332,NA,NA,412,Los Angeles,Urban,34.26065,-118.48935,TRUE
1878,412PS0040,412PS0040_2008,NA,NA,0.60132332,NA,NA,412,Los Angeles,Urban,34.26065,-118.48935,TRUE
1879,412PS0052,412PS0052_2017,NA,NA,0.51126202,NA,NA,412,Los Angeles,Urban,34.1953,-118.58796,TRUE
1880,412PS0052,412PS0052_2017,NA,NA,0.51126202,NA,NA,412,Los Angeles,Urban,34.1953,-118.58796,TRUE
1881,412PS0052,412PS0052_2008,NA,NA,0.48559022,NA,NA,412,Los Angeles,Urban,34.1953,-118.58796,TRUE
1882,412PS0052,412PS0052_2008,NA,NA,0.48559022,NA,NA,412,Los Angeles,Urban,34.1953,-118.58796,TRUE
1883,412S04204,412S04204_2016,NA,NA,1.02096905,NA,NA,412,Los Angeles,Open,34.20358,-118.01853,TRUE
1884,412S04204,412S04204_2016,NA,NA,1.02096905,NA,NA,412,Los Angeles,Open,34.2036,-118.0185,TRUE
1885,412S04204,412S04204_2012,NA,NA,0.96326571,0.94562863,NA,412,Los Angeles,Open,34.20358,-118.01853,TRUE
1886,412S04204,412S04204_2012,NA,NA,0.96326571,0.94562863,NA,412,Los Angeles,Open,34.2036,-118.0185,TRUE
1887,412S04204,412S04204_2019,NA,NA,NA,1.14453522,NA,412,Los Angeles,Open,34.20358,-118.01853,TRUE
1888,412S04204,412S04204_2019,NA,NA,NA,1.14453522,NA,412,Los Angeles,Open,34.2036,-118.0185,TRUE
1889,412WE0552,412WE0552_2000,NA,NA,1.27640856,NA,NA,412,Los Angeles,Open,34.23908,-118.18059,TRUE
1890,412WE0552,412WE0552_2016,NA,NA,0.87987485,0.78791098,NA,412,Los Angeles,Open,34.23908,-118.18059,TRUE
1891,412WE0552,412WE0552_2018,NA,NA,0.75573503,NA,NA,412,Los Angeles,Open,34.23908,-118.18059,TRUE
1892,412WE0552,412WE0552_2015,NA,NA,0.97827804,NA,NA,412,Los Angeles,Open,34.23908,-118.18059,TRUE
1893,412WE0552,412WE0552_2019,NA,NA,NA,0.86850237,NA,412,Los Angeles,Open,34.23908,-118.18059,TRUE
1894,412WE0552,412WE0552_2017,NA,NA,0.91691802,1.08959015,NA,412,Los Angeles,Open,34.23908,-118.18059,TRUE
1895,412WE0563,412WE0563_2001,NA,NA,1.13733248,NA,NA,412,Los Angeles,Open,34.34716,-118.04869,TRUE
1896,412WE0896,412WE0896_2015,NA,NA,0.88518212,NA,NA,412,Los Angeles,Open,34.28771,-118.23008,TRUE
1897,412WE0896,412WE0896_2001,NA,NA,1.09284093,NA,NA,412,Los Angeles,Open,34.28771,-118.23008,TRUE
1898,481M15356,481M15356_2015,NA,NA,NA,0.84865458,NA,481,Middle Santa Ana,Open,34.23115,-117.66159,TRUE
1899,481S05856,481S05856_2013,NA,NA,1.21894222,NA,NA,481,Middle Santa Ana,Open,34.19152,-117.67601,TRUE
1900,481S05856,481S05856_2013,NA,NA,1.21894222,NA,NA,481,Middle Santa Ana,Open,34.19152,-117.67601,TRUE
3540,801BNC530,801BNC530_2007,NA,NA,0.8602772,NA,NA,801,Upper Santa Ana,Open,34.17834,-116.90881,TRUE
3541,801BNC530,801BNC530_2007,NA,NA,0.8602772,NA,NA,801,Upper Santa Ana,Open,34.17834,-116.90881,TRUE
3542,801BNC530,801BNC530_2014,NA,NA,0.82780287,NA,NA,801,Upper Santa Ana,Open,34.17834,-116.90881,TRUE
3543,801BNC530,801BNC530_2014,NA,NA,0.82780287,NA,NA,801,Upper Santa Ana,Open,34.17834,-116.90881,TRUE
3544,801BNC530,801BNC530_2012,NA,NA,1.01239406,NA,NA,801,Upper Santa Ana,Open,34.17834,-116.90881,TRUE
3545,801BNC530,801BNC530_2012,NA,NA,1.01239406,NA,NA,801,Upper Santa Ana,Open,34.17834,-116.90881,TRUE
3546,801BRC184,801BRC184_2014,NA,NA,1.05428776,NA,NA,801,Upper Santa Ana,Open,34.16546,-117.01553,TRUE
3547,801BRC184,801BRC184_2014,NA,NA,1.05428776,NA,NA,801,Upper Santa Ana,Open,34.16546,-117.01553,TRUE
3548,801BRC184,801BRC184_2009,NA,NA,1.11603269,0.8606412,NA,801,Upper Santa Ana,Open,34.16546,-117.01553,TRUE
3549,801BRC184,801BRC184_2009,NA,NA,1.11603269,0.8606412,NA,801,Upper Santa Ana,Open,34.16546,-117.01553,TRUE
3550,801CBN012,801CBN012_2006,NA,NA,0.5968458,NA,NA,801,Lower Santa Ana,Open,33.91909,-117.82201,TRUE
3551,801CBN012,801CBN012_2006,NA,NA,0.5968458,NA,NA,801,Lower Santa Ana,Open,33.91909,-117.82201,TRUE
3560,801CE0152,801CE0152_2005,NA,NA,1.05023582,NA,NA,801,Upper Santa Ana,Open,34.18783,-117.1803,TRUE
3561,801CJW027,801CJW027_2006,NA,NA,0.79512173,NA,NA,801,Upper Santa Ana,Open,34.3061,-117.4697,TRUE
3562,801CJW027,801CJW027_2006,NA,NA,0.79512173,NA,NA,801,Upper Santa Ana,Open,34.3061,-117.4697,TRUE
3563,801CJW027,801CJW027_2012,NA,NA,0.97024914,NA,NA,801,Upper Santa Ana,Open,34.3061,-117.4697,TRUE
3564,801CJW027,801CJW027_2012,NA,NA,0.97024914,NA,NA,801,Upper Santa Ana,Open,34.3061,-117.4697,TRUE
3565,801CJW041,801CJW041_2012,NA,NA,1.01011057,NA,NA,801,Upper Santa Ana,Open,34.29543,-117.45882,TRUE
3566,801CJW041,801CJW041_2012,NA,NA,1.01011057,NA,NA,801,Upper Santa Ana,Open,34.29543,-117.45882,TRUE
3567,801CJW041,801CJW041_2006,NA,NA,0.89126181,NA,NA,801,Upper Santa Ana,Open,34.29543,-117.45882,TRUE
3568,801CJW041,801CJW041_2006,NA,NA,0.89126181,NA,NA,801,Upper Santa Ana,Open,34.29543,-117.45882,TRUE
3569,801CJW079,801CJW079_2006,NA,NA,0.65378745,NA,NA,801,Upper Santa Ana,Urban,34.22123,-117.40798,TRUE
3570,801CJW079,801CJW079_2006,NA,NA,0.65378745,NA,NA,801,Upper Santa Ana,Urban,34.22123,-117.40798,TRUE
3571,801CYC114,801CYC114_2008,NA,NA,0.89772558,NA,NA,801,Upper Santa Ana,Urban,34.13646,-117.1897,TRUE
3572,801CYC114,801CYC114_2008,NA,NA,0.89772558,NA,NA,801,Upper Santa Ana,Urban,34.13646,-117.1897,TRUE
3573,801CYC114,801CYC114_2013,NA,NA,1.11838372,NA,NA,801,Upper Santa Ana,Urban,34.13646,-117.1897,TRUE
3574,801CYC114,801CYC114_2013,NA,NA,1.11838372,NA,NA,801,Upper Santa Ana,Urban,34.13646,-117.1897,TRUE
3575,801CYC121,801CYC121_2007,NA,NA,0.62942209,NA,NA,801,Upper Santa Ana,Urban,34.12372,-117.19213,TRUE
3576,801CYC121,801CYC121_2007,NA,NA,0.62942209,NA,NA,801,Upper Santa Ana,Urban,34.12372,-117.19213,TRUE
3577,801CYC398,801CYC398_2007,NA,NA,0.8501842,NA,NA,801,Upper Santa Ana,Urban,34.13646,-117.18965,TRUE
3578,801CYC398,801CYC398_2007,NA,NA,0.8501842,NA,NA,801,Upper Santa Ana,Urban,34.13646,-117.18965,TRUE
3579,801CYC398,801CYC398_2014,NA,NA,0.94278628,NA,NA,801,Upper Santa Ana,Urban,34.13646,-117.18965,TRUE
3580,801CYC398,801CYC398_2014,NA,NA,0.94278628,NA,NA,801,Upper Santa Ana,Urban,34.13646,-117.18965,TRUE
3581,801CYC398,801CYC398_2016,NA,NA,1.04280009,NA,NA,801,Upper Santa Ana,Urban,34.13646,-117.18965,TRUE
3582,801CYC398,801CYC398_2016,NA,NA,1.04280009,NA,NA,801,Upper Santa Ana,Urban,34.13646,-117.18965,TRUE
3583,801DRC025,801DRC025_2014,NA,NA,0.95784233,NA,NA,801,Upper Santa Ana,Open,34.1739,-116.9839,TRUE
3584,801DRC025,801DRC025_2014,NA,NA,0.95784233,NA,NA,801,Upper Santa Ana,Open,34.1739,-116.9839,TRUE
3585,801DRC025,801DRC025_2007,NA,NA,1.08830408,NA,NA,801,Upper Santa Ana,Open,34.1739,-116.9839,TRUE
3586,801DRC025,801DRC025_2007,NA,NA,1.08830408,NA,NA,801,Upper Santa Ana,Open,34.1739,-116.9839,TRUE
3587,801EBC080,801EBC080_2008,NA,NA,1.02800485,NA,NA,801,Upper Santa Ana,SMC_out,34.1584,-116.88742,TRUE
3588,801EBC080,801EBC080_2008,NA,NA,1.02800485,NA,NA,801,Upper Santa Ana,SMC_out,34.1584,-116.88742,TRUE
3589,801EBC126,801EBC126_2008,NA,NA,0.52467468,NA,NA,801,Upper Santa Ana,Open,34.17413,-116.89426,TRUE
3590,801EBC126,801EBC126_2008,NA,NA,0.52467468,NA,NA,801,Upper Santa Ana,Open,34.17413,-116.89426,TRUE
3591,801EBC686,801EBC686_2014,NA,NA,1.14312021,NA,NA,801,Upper Santa Ana,Open,34.16918,-116.89195,TRUE
3592,801EBC686,801EBC686_2014,NA,NA,1.14312021,NA,NA,801,Upper Santa Ana,Open,34.16918,-116.89195,TRUE
3593,801EBC686,801EBC686_2007,NA,NA,0.74896759,NA,NA,801,Upper Santa Ana,Open,34.16918,-116.89195,TRUE
3594,801EBC686,801EBC686_2007,NA,NA,0.74896759,NA,NA,801,Upper Santa Ana,Open,34.16918,-116.89195,TRUE
3596,801ETC226,801ETC226_2006,NA,NA,0.99438277,NA,NA,801,Upper Santa Ana,Open,34.19146,-117.27421,TRUE
3597,801ETC226,801ETC226_2006,NA,NA,0.99438277,NA,NA,801,Upper Santa Ana,Open,34.19146,-117.27421,TRUE
3598,801ETC226,801ETC226_2014,NA,NA,1.2209243,NA,NA,801,Upper Santa Ana,Open,34.19146,-117.27421,TRUE
3599,801ETC226,801ETC226_2014,NA,NA,1.2209243,NA,NA,801,Upper Santa Ana,Open,34.19146,-117.27421,TRUE
3603,801HBC050,801HBC050_2013,NA,NA,0.65675113,NA,NA,801,Upper Santa Ana,Open,34.15651,-116.79441,TRUE
3604,801HBC050,801HBC050_2013,NA,NA,0.65675113,NA,NA,801,Upper Santa Ana,Open,34.15651,-116.79441,TRUE
3605,801HBC050,801HBC050_2008,NA,NA,0.78947947,NA,NA,801,Upper Santa Ana,Open,34.15651,-116.79441,TRUE
3606,801HBC050,801HBC050_2008,NA,NA,0.78947947,NA,NA,801,Upper Santa Ana,Open,34.15651,-116.79441,TRUE
3607,801HNC203,801HNC203_2007,NA,NA,1.02688117,NA,NA,801,Upper Santa Ana,Open,34.18658,-116.91801,TRUE
3608,801HNC203,801HNC203_2007,NA,NA,1.02688117,NA,NA,801,Upper Santa Ana,Open,34.18658,-116.91801,TRUE
3609,801HNC203,801HNC203_2012,NA,NA,1.13889174,NA,NA,801,Upper Santa Ana,Open,34.18658,-116.91801,TRUE
3610,801HNC203,801HNC203_2012,NA,NA,1.13889174,NA,NA,801,Upper Santa Ana,Open,34.18658,-116.91801,TRUE
3611,801ICE713,801ICE713_2006,NA,NA,0.8796922,NA,NA,801,Middle Santa Ana,Open,34.24908,-117.63127,TRUE
3612,801ICE713,801ICE713_2006,NA,NA,0.8796922,NA,NA,801,Middle Santa Ana,Open,34.24908,-117.63127,TRUE
3617,801LYC028,801LYC028_2006,NA,NA,0.5144808,NA,NA,801,Middle Santa Ana,SMC_out,34.2026,-117.44583,TRUE
3618,801LYC028,801LYC028_2006,NA,NA,0.5144808,NA,NA,801,Middle Santa Ana,SMC_out,34.2026,-117.44583,TRUE
3619,801LYC062,801LYC062_2006,NA,NA,0.85851454,NA,NA,801,Middle Santa Ana,Open,34.21257,-117.45844,TRUE
3620,801LYC062,801LYC062_2006,NA,NA,0.85851454,NA,NA,801,Middle Santa Ana,Open,34.21257,-117.45844,TRUE
3621,801LYC271,801LYC271_2014,NA,NA,0.94943121,NA,NA,801,Middle Santa Ana,Open,34.22931,-117.47362,TRUE
3622,801LYC271,801LYC271_2014,NA,NA,0.94943121,NA,NA,801,Middle Santa Ana,Open,34.22931,-117.47362,TRUE
3623,801LYC271,801LYC271_2007,NA,NA,1.01099814,NA,NA,801,Middle Santa Ana,Open,34.22931,-117.47362,TRUE
3624,801LYC271,801LYC271_2007,NA,NA,1.01099814,NA,NA,801,Middle Santa Ana,Open,34.22931,-117.47362,TRUE
3625,801LYC346,801LYC346_2007,NA,NA,0.77580046,NA,NA,801,Middle Santa Ana,Open,34.23613,-117.49604,TRUE
3626,801LYC346,801LYC346_2007,NA,NA,0.77580046,NA,NA,801,Middle Santa Ana,Open,34.23613,-117.49604,TRUE
3627,801LYC600,801LYC600_2009,NA,NA,1.13423496,1.05631381,NA,801,Middle Santa Ana,Open,34.23092,-117.48291,TRUE
3628,801LYC600,801LYC600_2009,NA,NA,1.13423496,1.05631381,NA,801,Middle Santa Ana,Open,34.23092,-117.48291,TRUE
3629,801LYC600,801LYC600_2014,NA,NA,1.02803368,NA,NA,801,Middle Santa Ana,Open,34.23092,-117.48291,TRUE
3630,801LYC600,801LYC600_2014,NA,NA,1.02803368,NA,NA,801,Middle Santa Ana,Open,34.23092,-117.48291,TRUE
3631,801M12611,801M12611_2015,NA,NA,0.46110742,NA,NA,801,Lower Santa Ana,Urban,33.80456,-117.86822,TRUE
3632,801M12617,801M12617_2015,NA,NA,0.42237979,NA,NA,801,Lower Santa Ana,SMC_out,33.65489,-117.77451,TRUE
3633,801M12625,801M12625_2015,NA,NA,0.39691218,NA,NA,801,Lower Santa Ana,Urban,33.69499,-117.93471,TRUE
3634,801M12641,801M12641_2016,NA,NA,0.40346892,0.72808556,NA,801,Lower Santa Ana,SMC_out,33.69422,-117.88292,TRUE
3635,801M12644,801M12644_2016,NA,NA,0.60951532,0.72359204,NA,801,Lower Santa Ana,SMC_out,33.89118,-117.76561,TRUE
3636,801M12649,801M12649_2013,NA,NA,0.6419036,0.65066533,0,801,Lower Santa Ana,Urban,33.6885,-117.81997,TRUE
3637,801M12649,801M12649_2013,NA,NA,0.6419036,0.65066533,0,801,Lower Santa Ana,Urban,33.6894,-117.82174,TRUE
3638,801M12649,801M12649_2016,92.5,92.5,0.42411102,0.77289335,NA,801,Lower Santa Ana,Urban,33.6885,-117.81997,TRUE
3639,801M12649,801M12649_2016,92.5,92.5,0.42411102,0.77289335,NA,801,Lower Santa Ana,Urban,33.6894,-117.82174,TRUE
3640,801M12652,801M12652_2017,NA,NA,0.4613421,1.02280779,NA,801,Lower Santa Ana,SMC_out,33.71785,-117.997,TRUE
3641,801M12665,801M12665_2017,95,95,0.74593263,0.47289895,NA,801,Lower Santa Ana,Urban,33.64903,-117.69704,TRUE
3642,801M12669,801M12669_2017,100,100,0.15672282,0.95134722,NA,801,Lower Santa Ana,SMC_out,33.69499,-117.85583,TRUE
3643,801M12673,801M12673_2018,100,105.2631579,NA,NA,NA,801,Lower Santa Ana,Urban,33.6049,-117.85296,TRUE
3644,801M12678,801M12678_2019,100,100,NA,NA,0,801,Lower Santa Ana,Agricultural,33.79594,-117.70467,TRUE
3645,801M15366,801M15366_2015,NA,NA,NA,1.06890966,NA,801,Upper Santa Ana,Open,34.1728,-117.26687,TRUE
3646,801M15376,801M15376_2015,NA,NA,NA,0.62526188,NA,801,Middle Santa Ana,Urban,34.082,-117.54148,TRUE
3647,801M15377,801M15377_2015,NA,NA,NA,0.95689566,NA,801,Middle Santa Ana,SMC_out,34.21799,-117.46218,TRUE
3648,801M15378,801M15378_2016,NA,NA,1.09849071,NA,NA,801,Middle Santa Ana,Open,34.24433,-117.50774,TRUE
3649,801M15414,801M15414_2016,NA,NA,1.10437647,NA,NA,801,Upper Santa Ana,Open,34.18646,-117.18547,TRUE
3650,801M15424,801M15424_2016,NA,NA,0.50392613,NA,NA,801,Middle Santa Ana,Agricultural,33.99181,-117.59958,TRUE
3651,801M16861,801M16861_2015,NA,NA,0.61989205,NA,NA,801,Middle Santa Ana,Urban,33.89732,-117.36136,TRUE
3652,801M16873,801M16873_2015,NA,NA,0.53533643,NA,NA,801,Middle Santa Ana,SMC_out,33.90145,-117.4664,TRUE
3653,801M16908,801M16908_2016,NA,NA,0.78274644,0.56852302,NA,801,Middle Santa Ana,Agricultural,33.91828,-117.63602,TRUE
3654,801M16916,801M16916_2016,NA,NA,0.73325394,0.52231151,NA,801,Middle Santa Ana,Agricultural,33.96417,-117.49156,TRUE
3655,801M16932,801M16932_2017,NA,NA,NA,0.36887775,6.00E-04,801,Middle Santa Ana,Open,33.94279,-117.32362,TRUE
3656,801M16949,801M16949_2017,NA,NA,NA,0.62035003,NA,801,Middle Santa Ana,SMC_out,33.8732,-117.44195,TRUE
3657,801M16957,801M16957_2019,100,104.1666667,NA,NA,0.00117,801,Middle Santa Ana,Urban,33.85539,-117.3551,TRUE
3658,801M16973,801M16973_2018,NA,NA,0.65863917,NA,0.15649,801,Middle Santa Ana,Urban,33.93481,-117.34516,TRUE
3659,801M16976,801M16976_2018,NA,NA,0.80643166,NA,NA,801,Middle Santa Ana,Urban,34.01604,-117.37024,TRUE
3660,801MFC100,801MFC100_2007,NA,NA,0.93707367,NA,NA,801,Upper Santa Ana,Urban,34.22644,-116.93895,TRUE
3661,801MFC100,801MFC100_2007,NA,NA,0.93707367,NA,NA,801,Upper Santa Ana,Urban,34.22644,-116.93895,TRUE
3662,801MFC100,801MFC100_2015,NA,NA,1.10715492,NA,NA,801,Upper Santa Ana,Urban,34.22644,-116.93895,TRUE
3663,801MFC100,801MFC100_2015,NA,NA,1.10715492,NA,NA,801,Upper Santa Ana,Urban,34.22644,-116.93895,TRUE
3664,801MHC219,801MHC219_2014,NA,NA,1.10628879,NA,NA,801,Upper Santa Ana,Open,34.11105,-116.99195,TRUE
3665,801MHC219,801MHC219_2014,NA,NA,1.10628879,NA,NA,801,Upper Santa Ana,Open,34.11105,-116.99195,TRUE
3666,801MHC219,801MHC219_2012,NA,NA,1.25454513,NA,NA,801,Upper Santa Ana,Open,34.11105,-116.99195,TRUE
3667,801MHC219,801MHC219_2012,NA,NA,1.25454513,NA,NA,801,Upper Santa Ana,Open,34.11105,-116.99195,TRUE
3668,801MHC219,801MHC219_2009,NA,NA,1.14775963,0.65719985,NA,801,Upper Santa Ana,Open,34.11105,-116.99195,TRUE
3669,801MHC219,801MHC219_2009,NA,NA,1.14775963,0.65719985,NA,801,Upper Santa Ana,Open,34.11105,-116.99195,TRUE
3670,801MIC007,801MIC007_2006,NA,NA,0.58382154,NA,NA,801,Upper Santa Ana,Open,34.0952,-116.96447,TRUE
3671,801MIC007,801MIC007_2006,NA,NA,0.58382154,NA,NA,801,Upper Santa Ana,Open,34.0952,-116.96447,TRUE
3672,801MIC034,801MIC034_2006,NA,NA,0.72268813,NA,NA,801,Upper Santa Ana,Open,34.08909,-116.92669,TRUE
3673,801MIC034,801MIC034_2006,NA,NA,0.72268813,NA,NA,801,Upper Santa Ana,Open,34.08909,-116.92669,TRUE
3674,801MIC034,801MIC034_2015,NA,NA,0.64551173,NA,NA,801,Upper Santa Ana,Open,34.08909,-116.92669,TRUE
3675,801MIC034,801MIC034_2015,NA,NA,0.64551173,NA,NA,801,Upper Santa Ana,Open,34.08909,-116.92669,TRUE
3676,801MIC035,801MIC035_2006,NA,NA,1.0132347,NA,NA,801,Upper Santa Ana,Open,34.08193,-116.89027,TRUE
3677,801MIC035,801MIC035_2006,NA,NA,1.0132347,NA,NA,801,Upper Santa Ana,Open,34.08193,-116.89027,TRUE
3678,801MIC042,801MIC042_2006,NA,NA,0.44462835,NA,NA,801,Middle Santa Ana,Agricultural,33.94623,-117.61423,TRUE
3679,801MIC042,801MIC042_2006,NA,NA,0.44462835,NA,NA,801,Middle Santa Ana,Agricultural,33.94623,-117.61423,TRUE
3680,801MIC042,801MIC042_2012,NA,NA,0.29404722,NA,NA,801,Middle Santa Ana,Agricultural,33.94623,-117.61423,TRUE
3681,801MIC042,801MIC042_2012,NA,NA,0.29404722,NA,NA,801,Middle Santa Ana,Agricultural,33.94623,-117.61423,TRUE
3682,801MIC042,801MIC042_2014,NA,NA,0.40829885,NA,NA,801,Middle Santa Ana,Agricultural,33.94623,-117.61423,TRUE
3683,801MIC042,801MIC042_2014,NA,NA,0.40829885,NA,NA,801,Middle Santa Ana,Agricultural,33.94623,-117.61423,TRUE
3684,801MIC074,801MIC074_2008,NA,NA,0.74137498,NA,NA,801,Upper Santa Ana,Open,34.08167,-116.8887,TRUE
3685,801MIC074,801MIC074_2008,NA,NA,0.74137498,NA,NA,801,Upper Santa Ana,Open,34.08167,-116.8887,TRUE
3686,801MIC272,801MIC272_2015,NA,NA,0.69911719,NA,NA,801,Upper Santa Ana,Open,34.08788,-116.91434,TRUE
3687,801MIC272,801MIC272_2015,NA,NA,0.69911719,NA,NA,801,Upper Santa Ana,Open,34.08788,-116.91434,TRUE
3688,801MIC272,801MIC272_2008,NA,NA,0.80318858,NA,NA,801,Upper Santa Ana,Open,34.08788,-116.91434,TRUE
3689,801MIC272,801MIC272_2008,NA,NA,0.80318858,NA,NA,801,Upper Santa Ana,Open,34.08788,-116.91434,TRUE
3690,801MIC370,801MIC370_2007,NA,NA,0.88940522,NA,NA,801,Upper Santa Ana,Open,34.10015,-117.02393,TRUE
3691,801MIC370,801MIC370_2007,NA,NA,0.88940522,NA,NA,801,Upper Santa Ana,Open,34.10015,-117.02393,TRUE
3692,801MIC370,801MIC370_2014,NA,NA,0.82605897,NA,NA,801,Upper Santa Ana,Open,34.10015,-117.02393,TRUE
3693,801MIC370,801MIC370_2014,NA,NA,0.82605897,NA,NA,801,Upper Santa Ana,Open,34.10015,-117.02393,TRUE
