StationCode,ChannelClass_3ef,Latitude,Longitude,Distance to upstream undeveloped,comments
SMC04972,All or partially earthen,34.24051,-117.93466,,
SMC05017,Hardened,33.1127,-117.10777,11km,
403S05291,Natural,34.56397,-119.26305,,
SMC05423,All or partially earthen,34.28649,-119.30791,,
SMC05567,Natural,34.31976,-119.08872,,
SMC05702,Natural,32.83209,-117.22954,,
SMC05759,Natural,34.35232,-119.03474,,
SMC05968,Natural,34.23489,-117.80554,,
SMC06019,All or partially earthen,33.68262,-117.81236,,
SMC06079,Natural,34.41108,-119.08213,,
SMC06288,Natural,34.26678,-117.84409,,
SMC06356,Natural,34.20156,-118.91158,,
SMC06458,All or partially earthen,32.66901,-117.01724,,
SMC06467,Natural,33.79118,-117.71782,,
SMC06496,Natural,34.16554,-117.8911,,
SMC06612,Natural,34.28609,-118.85451,,
SMC06653,All or partially earthen,33.96371,-117.46267,,
SMC06714,Natural,32.67579,-117.00604,,
SMC06740,Hardened,34.1807,-118.87436,4km,
SMC06904,All or partially earthen,34.41963,-118.78769,,
403R4S193,All or partially earthen,34.41722,-118.78927,,
SMC06926,All or partially earthen,34.04799,-118.51137,,
SMC07828,All or partially earthen,34.27558,-118.89446,,
SMC08068,Hardened,34.1802,-119.10372,15km,
SMC08150,Natural,32.83731,-117.01975,,
SMC08335,Natural,34.34583,-119.29948,,
ME-VR2,Natural,34.34584,-119.29948,,
SMC08426,Natural,32.65071,-117.05482,,
SMC08660,All or partially earthen,34.28495,-118.86938,,
SMC08845,All or partially earthen,33.87309,-117.21355,,
SMC09091,All or partially earthen,33.71335,-117.79574,,
SMC09118,All or partially earthen,33.80876,-117.86259,,
SMC09286,All or partially earthen,32.78194,-117.11419,,
SMC09564,All or partially earthen,34.4322,-118.59397,,
SMC09698,Natural,33.7459,-116.70739,,
SMC10189,All or partially earthen,33.95788,-117.30685,,
SMC10685,All or partially earthen,34.01879,-117.36873,,
SMC10756,Hardened,34.42358,-118.93024,3.5km,
SMC11581,Hardened,33.95246,-117.60611,>15km,
SMC11727,Natural,34.47857,-119.29339,,
SMC13062,Hardened,32.7755,-117.19557,-99,ended in developed area
SMC13187,All or partially earthen,33.67808,-117.80245,,
SMC13214,All or partially earthen,33.80453,-117.87242,,
SMC13402,Natural,32.81507,-116.56542,,
SMC14099,All or partially earthen,33.62772,-117.73558,,
SMC14211,All or partially earthen,33.6894,-117.82174,,
SMC15677,Hardened,33.95445,-117.60439,>15km,
SMC15678,Hardened,33.80989,-118.09075,>15km,
SMC16169,Natural,33.74655,-117.59351,,
SMC16832,Hardened,33.88444,-118.10855,>15km,
SMC17056,Natural,34.4263,-118.5779,,
SMC17432,Hardened,33.84435,-118.09802,>15km,
SMC17692,Natural,34.41887,-118.63264,,
SMC17918,Natural,32.66304,-117.03172,,
SMC18046,All or partially earthen,34.42227,-119.26442,,
SMC18545,Natural,34.48452,-119.30834,,
SMC18656,Hardened,34.47128,-118.53166,6.5km,
SMC19466,Natural,34.14883,-118.7575,,
SMC19552,Natural,32.83965,-117.02366,,
SMC19669,Natural,33.57159,-117.16106,,
SMC19697,Natural,34.34807,-119.30096,,
SMC19809,Natural,34.50141,-119.3531,,
SMC19945,Natural,34.50486,-119.28186,,
SMC20032,Hardened,33.87664,-118.10774,>15km,
SMC20092,Natural,34.4141,-118.65608,,
SMC20497,Natural,34.31227,-119.29853,,
SMC20994,Hardened,34.03639,-118.51129,7.5km,
SMC21069,All or partially earthen,33.59686,-117.12403,,
SMC21382,Natural,34.40663,-118.6694,,
SMC21796,Hardened,33.99108,-118.40916,-99,ended in developed area
SMC21822,All or partially earthen,33.87234,-117.70876,,
SMC21921,Hardened,33.8878,-117.50574,-99,ended in developed area
SMC22521,Hardened,33.87789,-117.54048,-99,ended in developed area
SMC23495,Natural,32.83382,-116.72302,,
SMC24222,Natural,33.87151,-117.71724,,
SMC26288,Natural,33.77432,-117.69453,,
SMC26694,Natural,32.8377,-116.71706,,
SMC32718,Natural,32.88458,-116.82232,,
SMC32897,All or partially earthen,33.86921,-117.21318,,
SMC33179,Natural,33.47313,-117.14351,,
SMC34888,Natural,33.77386,-117.68432,,
SMC35697,Natural,34.35404,-119.30981,,
SMC37632,Natural,32.67201,-116.99925,,
SMC40887,Natural,33.76317,-117.46378,,
404S44642,Natural,34.16873,-118.70306,,
SMCR8_011,All or partially earthen,33.85815,-117.78667,,
SMCR8_022,Natural,34.16055,-116.86775,,
SMCR8_042,Natural,33.94623,-117.61423,,
SMCR8_046,Natural,33.79096,-117.71949,,
SMCR8_048,Hardened,33.71756,-117.78945,7km,
SMCR8_050,Natural,34.15651,-116.79441,,
SMCR8_057,Natural,34.25033,-117.54376,,
SMCR8_068,Natural,34.2575,-117.64123,,
SMCR8_070,Natural,33.77122,-116.7675,,
SMCR8_071,Natural,33.75347,-117.67887,,
SMCR8_074,Natural,34.08167,-116.8887,,
SMCR8_085,Hardened,34.0499,-117.23238,8km,
SMCR8_112,Natural,34.26148,-117.46974,,
SMCR8_114,All or partially earthen,34.13646,-117.1897,,
SMCR8_118,Natural,34.27906,-117.47566,,
SMCR8_121,All or partially earthen,34.12372,-117.19213,,
SMCR8_124,Natural,34.12656,-117.07716,,
SMCR8_142,Natural,33.77361,-117.68839,,
SMCR8_149,Natural,33.76593,-117.67927,,
SMCR8_153,Natural,33.82397,-117.50602,,
SMCR8_162,Natural,33.73786,-117.4173,,
SMCR8_163,Natural,33.79478,-116.74829,,
SMCR8_165,All or partially earthen,33.96358,-117.47533,,
SMCR8_171,Hardened,33.72398,-117.78003,6.5km,
SMCR8_178,All or partially earthen,33.6824,-117.81066,,
SMCR8_180,All or partially earthen,33.67623,-117.78944,,
SMCR8_184,Natural,34.16546,-117.01553,,
SMCR8_218,Natural,33.80978,-116.7403,,
SMCR8_219,Natural,34.11105,-116.99195,,
SMCR8_226,Natural,34.19146,-117.27421,,
SMCR8_243,All or partially earthen,33.82798,-117.20878,,
SMCR8_259,Natural,34.07638,-117.09505,,
SMCR8_270,Natural,33.72944,-116.74809,,
SMCR8_272,Natural,34.08788,-116.91434,,
SMCR8_305,All or partially earthen,33.70892,-117.80066,,
SMCR8_327,Natural,34.23294,-117.42894,,
SMCR8_351,Natural,33.97295,-117.51806,,
SMCR8_361,All or partially earthen,33.96825,-117.44789,,
SMCR8_398,All or partially earthen,34.13646,-117.18965,,
SMCR8_419,Natural,33.74266,-116.71364,,
SMCR8_441,All or partially earthen,33.85423,-117.90065,,
SMCR8_469,All or partially earthen,34.1116,-117.14689,,
SMCR8_474,Natural,34.24826,-117.62775,,
SMCR8_496,Natural,33.68738,-116.68416,,
SMCR8_504,All or partially earthen,33.65657,-117.76426,,
SMCR8_513,Natural,33.71777,-116.76274,,
SMCR8_528,All or partially earthen,33.87273,-117.71305,,
SMCR8_532,All or partially earthen,33.77896,-117.83864,,
801RB8549,Hardened,33.65914,-117.88128,-99,ended in developed area
SMCR8_587,Natural,33.72206,-116.80423,,
SMCR8_600,Natural,34.23092,-117.48291,,
SMCR8_601,Hardened,34.02789,-117.58527,>15km,
SMCR8_613,Natural,33.98574,-117.13166,,
845RB8633,Hardened,33.87181,-118.01959,>15km,
SMCR8_688,Natural,33.75289,-116.70609,,
902SSMR05,Natural,33.41434,-117.24151,,
902SMSTN1,Natural,33.43063,-117.18909,,
907SDSDR9,Natural,32.83894,-117.04535,,
909JPCH79,Natural,32.91849,-116.57176,,
909SWR94x,Natural,32.73331,-116.93861,,
911TJPC2x,Natural,32.85311,-116.52273,,
911TJPVC1,Natural,32.83572,-116.54322,,
901BELOLV,Natural,33.6406,-117.5531,,
901NP9FLC,Natural,33.67583,-117.53655,,
901SCCA74,Natural,33.61854,-117.50955,,
901SJC74x,Natural,33.51917,-117.62372,,
901SJSJC9,All or partially earthen,33.48442,-117.67577,,
901TCSMP1,Natural,33.63582,-117.61739,,
902ARO100,Natural,33.44415,-116.98729,,
SMC06918,Natural,32.78184,-117.184,,
SMC04426,Natural,33.00696,-116.66995,,
901ATCAAS,Natural,33.68264,-117.50159,,
901ATCTCx,Natural,33.67478,-117.54708,,
901BCCBCT,Natural,33.56903,-117.56508,,
901SJMS1x,Natural,33.58122,-117.52458,,
901ATCDOS,All or partially earthen,33.49825,-117.66601,,
SMC00153,All or partially earthen,33.22193,-117.34611,,
SMC00198,Natural,32.93709,-117.13851,,
SMC00910,All or partially earthen,33.51383,-117.74426,,
SMC00921,All or partially earthen,33.10624,-117.11573,,
SMC01013,Natural,33.48059,-117.14397,,
SMC05109,Natural,33.4745,-117.13858,,
SMC12246,Natural,32.83982,-117.04284,,
